Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell
lzh9102_qrcode-desktop,zxinggui.generator,SmsGenerator,SmsGenerator,Magic Number,The method contains a magic number: 5
lzh9102_qrcode-desktop,zxinggui.generator,SmsGenerator,SmsGenerator,Magic Number,The method contains a magic number: 5
lzh9102_qrcode-desktop,zxinggui.generator,SmsGenerator,SmsGenerator,Magic Number,The method contains a magic number: 5
lzh9102_qrcode-desktop,zxinggui.generator,SmsGenerator,SmsGenerator,Magic Number,The method contains a magic number: 5
lzh9102_qrcode-desktop,zxinggui.generator,SmsGenerator,SmsGenerator,Magic Number,The method contains a magic number: 5
lzh9102_qrcode-desktop,zxinggui.generator,SmsGenerator,SmsGenerator,Magic Number,The method contains a magic number: 5
lzh9102_qrcode-desktop,zxinggui.generator,SmsGenerator,SmsGenerator,Magic Number,The method contains a magic number: 5
lzh9102_qrcode-desktop,zxinggui.generator,SmsGenerator,SmsGenerator,Magic Number,The method contains a magic number: 5
lzh9102_qrcode-desktop,zxinggui.generator,SmsGenerator,SmsGenerator,Magic Number,The method contains a magic number: 5
lzh9102_qrcode-desktop,zxinggui.generator,SmsGenerator,SmsGenerator,Magic Number,The method contains a magic number: 5
lzh9102_qrcode-desktop,zxinggui.generator,PlainTextGenerator,PlainTextGenerator,Magic Number,The method contains a magic number: 5
lzh9102_qrcode-desktop,zxinggui.generator,PlainTextGenerator,PlainTextGenerator,Magic Number,The method contains a magic number: 5
lzh9102_qrcode-desktop,zxinggui.generator,PlainTextGenerator,PlainTextGenerator,Magic Number,The method contains a magic number: 5
lzh9102_qrcode-desktop,zxinggui.generator,PlainTextGenerator,PlainTextGenerator,Magic Number,The method contains a magic number: 5
lzh9102_qrcode-desktop,zxinggui.generator,PlainTextGenerator,PlainTextGenerator,Magic Number,The method contains a magic number: 5
lzh9102_qrcode-desktop,zxinggui.generator,PlainTextGenerator,PlainTextGenerator,Magic Number,The method contains a magic number: 5
