Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell
eliasbaixas_bamboo,bamboo.dht,Gateway,simulator_put_done,Long Parameter List,The method has 7 parameters. 
eliasbaixas_bamboo,bamboo.dht,Gateway,simulator_put_done,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.dht,Gateway,simulator_put_done,Magic Number,The method contains a magic number: 1000
eliasbaixas_bamboo,bamboo.dht,Gateway,simulator_rm_done,Long Parameter List,The method has 6 parameters. 
eliasbaixas_bamboo,bamboo.dht,Gateway,simulator_rm_done,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.dht,Gateway,simulator_rm_done,Magic Number,The method contains a magic number: 1000
eliasbaixas_bamboo,bamboo.dht,Gateway,simulator_get_done,Long Parameter List,The method has 6 parameters. 
eliasbaixas_bamboo,bamboo.dht,Gateway,simulator_get_done,Magic Number,The method contains a magic number: 1000
eliasbaixas_bamboo,bamboo.dht,MyConnState,run,Complex Method,Cyclomatic complexity of the method is 17
eliasbaixas_bamboo,bamboo.dht,MyConnState,run,Long Method,The method has 117 lines of code.
eliasbaixas_bamboo,bamboo.dht,MyConnState,run,Magic Number,The method contains a magic number: 1500
eliasbaixas_bamboo,bamboo.dht,MyConnState,run,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.dht,MyConnState,run,Magic Number,The method contains a magic number: 0x7fffffff
eliasbaixas_bamboo,bamboo.dht,MyConnState,run,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.dht,MyConnState,run,Magic Number,The method contains a magic number: 708655600
eliasbaixas_bamboo,bamboo.dht,MyConnState,run,Magic Number,The method contains a magic number: 3
eliasbaixas_bamboo,bamboo.dht,MyConnState,run,Magic Number,The method contains a magic number: 2
eliasbaixas_bamboo,bamboo.dht,MyConnState,run,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.dht,MyConnState,run,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.dht,MyConnState,mismatch_cb,Magic Number,The method contains a magic number: 2
eliasbaixas_bamboo,bamboo.dht,MyConnState,mismatch_cb,Magic Number,The method contains a magic number: 2
eliasbaixas_bamboo,bamboo.dht,MyConnState,mismatch_cb,Magic Number,The method contains a magic number: 2
eliasbaixas_bamboo,bamboo.dht,MyConnState,xdrEncode,Magic Number,The method contains a magic number: 2
eliasbaixas_bamboo,bamboo.dht,MyConnState,xdrEncode,Magic Number,The method contains a magic number: 2
eliasbaixas_bamboo,bamboo.dht,MyConnState,run,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.dht,MyConnState,run,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.dht,MyConnState,run,Magic Number,The method contains a magic number: 0x80000000
eliasbaixas_bamboo,bamboo.dht,MyConnState,rpc_put_done,Long Parameter List,The method has 7 parameters. 
eliasbaixas_bamboo,bamboo.dht,MyConnState,rpc_get_done_2,Long Parameter List,The method has 6 parameters. 
eliasbaixas_bamboo,bamboo.dht,MyConnState,rpc_get_done_3,Long Parameter List,The method has 6 parameters. 
eliasbaixas_bamboo,bamboo.dht,MyConnState,rpc_rm_done,Long Parameter List,The method has 6 parameters. 
eliasbaixas_bamboo,bamboo.dht,MyConnState,conn_closed,Empty catch clause,The method has an empty catch block.
eliasbaixas_bamboo,bamboo.dht,MyConnState,conn_closed,Magic Number,The method contains a magic number: 45
eliasbaixas_bamboo,bamboo.dht,MyConnState,error_close_connection,Empty catch clause,The method has an empty catch block.
eliasbaixas_bamboo,bamboo.dht,MyConnState,error_close_connection,Magic Number,The method contains a magic number: 45
eliasbaixas_bamboo,bamboo.dht,XmlRpcPutHandler,put,Long Parameter List,The method has 7 parameters. 
eliasbaixas_bamboo,bamboo.dht,XmlRpcPutHandler,put,Magic Number,The method contains a magic number: 20
eliasbaixas_bamboo,bamboo.dht,XmlRpcPutHandler,put,Magic Number,The method contains a magic number: 1024
eliasbaixas_bamboo,bamboo.dht,XmlRpcPutRemovableHandler,put_removable,Long Parameter List,The method has 9 parameters. 
eliasbaixas_bamboo,bamboo.dht,XmlRpcPutRemovableHandler,put_removable,Long Statement,The length of the statement "Dht.PutReq req=new Dht.PutReq(key`ByteBuffer.wrap(value)`secret_hash`null`true`my_sink`null`ttl_sec`client.getAddress());" is 121.
eliasbaixas_bamboo,bamboo.dht,XmlRpcPutRemovableHandler,put_removable,Magic Number,The method contains a magic number: 20
eliasbaixas_bamboo,bamboo.dht,XmlRpcPutRemovableHandler,put_removable,Magic Number,The method contains a magic number: 1024
eliasbaixas_bamboo,bamboo.dht,XmlRpcPutRemovableHandler,put_removable,Magic Number,The method contains a magic number: 20
eliasbaixas_bamboo,bamboo.dht,XmlRpcRmHandler,rm,Long Parameter List,The method has 9 parameters. 
eliasbaixas_bamboo,bamboo.dht,XmlRpcRmHandler,rm,Long Statement,The length of the statement "Dht.PutReq req=new Dht.PutReq(key`ByteBuffer.wrap(secret)`secret_hash`value_hash`false`my_sink`null`ttl_sec`client.getAddress());" is 129.
eliasbaixas_bamboo,bamboo.dht,XmlRpcRmHandler,rm,Magic Number,The method contains a magic number: 20
eliasbaixas_bamboo,bamboo.dht,XmlRpcRmHandler,rm,Magic Number,The method contains a magic number: 20
eliasbaixas_bamboo,bamboo.dht,XmlRpcRmHandler,rm,Magic Number,The method contains a magic number: 40
eliasbaixas_bamboo,bamboo.dht,XmlRpcGetHandler,get_common,Long Parameter List,The method has 8 parameters. 
eliasbaixas_bamboo,bamboo.dht,XmlRpcGetHandler,get_common,Magic Number,The method contains a magic number: 20
eliasbaixas_bamboo,bamboo.dht,XmlRpcGetHandler,get,Long Parameter List,The method has 7 parameters. 
eliasbaixas_bamboo,bamboo.dht,XmlRpcGetHandler,get_details,Long Parameter List,The method has 7 parameters. 
eliasbaixas_bamboo,bamboo.dht,IterGetReq,byteCountKey,Magic Number,The method contains a magic number: 0xffff0000
eliasbaixas_bamboo,bamboo.dht,IterGetReq,IterGetReq,Long Parameter List,The method has 6 parameters. 
eliasbaixas_bamboo,bamboo.dht,GatewayClient,set_client_library,Magic Number,The method contains a magic number: 2
eliasbaixas_bamboo,bamboo.dht,GatewayClient,set_client_library,Magic Number,The method contains a magic number: 2
eliasbaixas_bamboo,bamboo.dht,GatewayClient,set_client_library,Magic Number,The method contains a magic number: 3
eliasbaixas_bamboo,bamboo.dht,GatewayClient,set_client_library,Magic Number,The method contains a magic number: 2
eliasbaixas_bamboo,bamboo.dht,GatewayClient,set_client_library,Magic Number,The method contains a magic number: 3
eliasbaixas_bamboo,bamboo.dht,GatewayClient,set_client_library,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.dht,GatewayClient,set_client_library,Magic Number,The method contains a magic number: 3
eliasbaixas_bamboo,bamboo.dht,GatewayClient,putSecret,Magic Number,The method contains a magic number: 3
eliasbaixas_bamboo,bamboo.dht,GatewayClient,putSecret,Magic Number,The method contains a magic number: 2
eliasbaixas_bamboo,bamboo.dht,GatewayClient,getDetails,Magic Number,The method contains a magic number: 3
eliasbaixas_bamboo,bamboo.dht,GatewayClient,getDetails,Magic Number,The method contains a magic number: 3
eliasbaixas_bamboo,bamboo.dht,GatewayClient,remove,Magic Number,The method contains a magic number: 3
eliasbaixas_bamboo,bamboo.dht,GatewayClient,remove,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.dht,GatewayClient,get,Magic Number,The method contains a magic number: 2
eliasbaixas_bamboo,bamboo.dht,GatewayClient,get,Magic Number,The method contains a magic number: 3
eliasbaixas_bamboo,bamboo.dht,GatewayClient,get,Magic Number,The method contains a magic number: 2
eliasbaixas_bamboo,bamboo.dht,GatewayClient,get,Magic Number,The method contains a magic number: 3
eliasbaixas_bamboo,bamboo.dht,GatewayClient,put,Magic Number,The method contains a magic number: 2
eliasbaixas_bamboo,bamboo.dht,GatewayClient,put,Magic Number,The method contains a magic number: 2
eliasbaixas_bamboo,bamboo.dht,GatewayClient,put,Magic Number,The method contains a magic number: 2
eliasbaixas_bamboo,bamboo.dht,GatewayClient,put,Magic Number,The method contains a magic number: 2
eliasbaixas_bamboo,bamboo.dht,GatewayClient,select_cb,Complex Conditional,The conditional expression (req.request instanceof bamboo_put_args) || (req.request instanceof bamboo_put_arguments) || (req.request instanceof bamboo_rm_arguments) is complex.
eliasbaixas_bamboo,bamboo.dht,GatewayClient,select_cb,Complex Method,Cyclomatic complexity of the method is 32
eliasbaixas_bamboo,bamboo.dht,GatewayClient,select_cb,Long Method,The method has 137 lines of code.
eliasbaixas_bamboo,bamboo.dht,GatewayClient,select_cb,Long Statement,The length of the statement "logger.debug("sending:\n" + ostore.util.ByteUtils.print_bytes(write_buf.array()`write_buf.arrayOffset() + write_buf.position()`write_buf.limit() - write_buf.position()));" is 170.
eliasbaixas_bamboo,bamboo.dht,GatewayClient,select_cb,Long Statement,The length of the statement "logger.debug("received:\n" + ostore.util.ByteUtils.print_bytes(read_buf.array()`read_buf.arrayOffset() + read_buf.position()`read_buf.limit() - read_buf.position()));" is 166.
eliasbaixas_bamboo,bamboo.dht,GatewayClient,select_cb,Long Statement,The length of the statement "if ((req.request instanceof bamboo_put_args) || (req.request instanceof bamboo_put_arguments) || (req.request instanceof bamboo_rm_arguments)) {" is 144.
eliasbaixas_bamboo,bamboo.dht,GatewayClient,select_cb,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.dht,GatewayClient,select_cb,Magic Number,The method contains a magic number: 2
eliasbaixas_bamboo,bamboo.dht,GatewayClient,select_cb,Magic Number,The method contains a magic number: 708655600
eliasbaixas_bamboo,bamboo.dht,GatewayClient,select_cb,Magic Number,The method contains a magic number: 2
eliasbaixas_bamboo,bamboo.dht,GatewayClient,select_cb,Magic Number,The method contains a magic number: 0x80000000
eliasbaixas_bamboo,bamboo.dht,GatewayClient,select_cb,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.dht,GatewayClient,select_cb,Magic Number,The method contains a magic number: 1500
eliasbaixas_bamboo,bamboo.dht,GatewayClient,select_cb,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.dht,GatewayClient,select_cb,Magic Number,The method contains a magic number: 0x7fffffff
eliasbaixas_bamboo,bamboo.dht,GatewayClient,select_cb,Magic Number,The method contains a magic number: 2
eliasbaixas_bamboo,bamboo.dht,GatewayClient,try_next_gateway,Magic Number,The method contains a magic number: 5000
eliasbaixas_bamboo,bamboo.dht,GatewayClient,Request,Magic Number,The method contains a magic number: 2
eliasbaixas_bamboo,bamboo.dht,GatewayClient,Request,Magic Number,The method contains a magic number: 2
eliasbaixas_bamboo,bamboo.dht,GatewayClient,Request,Magic Number,The method contains a magic number: 3
eliasbaixas_bamboo,bamboo.dht,GatewayClient,handleEvent,Complex Method,Cyclomatic complexity of the method is 9
eliasbaixas_bamboo,bamboo.dht,GatewayClient,handleEvent,Magic Number,The method contains a magic number: 1000
eliasbaixas_bamboo,bamboo.dht,MySelectableCb,select_cb,Complex Conditional,The conditional expression (req.request instanceof bamboo_put_args) || (req.request instanceof bamboo_put_arguments) || (req.request instanceof bamboo_rm_arguments) is complex.
eliasbaixas_bamboo,bamboo.dht,MySelectableCb,select_cb,Complex Method,Cyclomatic complexity of the method is 32
eliasbaixas_bamboo,bamboo.dht,MySelectableCb,select_cb,Long Method,The method has 137 lines of code.
eliasbaixas_bamboo,bamboo.dht,MySelectableCb,select_cb,Long Statement,The length of the statement "logger.debug("sending:\n" + ostore.util.ByteUtils.print_bytes(write_buf.array()`write_buf.arrayOffset() + write_buf.position()`write_buf.limit() - write_buf.position()));" is 170.
eliasbaixas_bamboo,bamboo.dht,MySelectableCb,select_cb,Long Statement,The length of the statement "logger.debug("received:\n" + ostore.util.ByteUtils.print_bytes(read_buf.array()`read_buf.arrayOffset() + read_buf.position()`read_buf.limit() - read_buf.position()));" is 166.
eliasbaixas_bamboo,bamboo.dht,MySelectableCb,select_cb,Long Statement,The length of the statement "if ((req.request instanceof bamboo_put_args) || (req.request instanceof bamboo_put_arguments) || (req.request instanceof bamboo_rm_arguments)) {" is 144.
eliasbaixas_bamboo,bamboo.dht,MySelectableCb,select_cb,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.dht,MySelectableCb,select_cb,Magic Number,The method contains a magic number: 2
eliasbaixas_bamboo,bamboo.dht,MySelectableCb,select_cb,Magic Number,The method contains a magic number: 708655600
eliasbaixas_bamboo,bamboo.dht,MySelectableCb,select_cb,Magic Number,The method contains a magic number: 2
eliasbaixas_bamboo,bamboo.dht,MySelectableCb,select_cb,Magic Number,The method contains a magic number: 0x80000000
eliasbaixas_bamboo,bamboo.dht,MySelectableCb,select_cb,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.dht,MySelectableCb,select_cb,Magic Number,The method contains a magic number: 1500
eliasbaixas_bamboo,bamboo.dht,MySelectableCb,select_cb,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.dht,MySelectableCb,select_cb,Magic Number,The method contains a magic number: 0x7fffffff
eliasbaixas_bamboo,bamboo.dht,MySelectableCb,select_cb,Magic Number,The method contains a magic number: 2
eliasbaixas_bamboo,bamboo.dht,Request,Request,Magic Number,The method contains a magic number: 2
eliasbaixas_bamboo,bamboo.dht,Request,Request,Magic Number,The method contains a magic number: 2
eliasbaixas_bamboo,bamboo.dht,Request,Request,Magic Number,The method contains a magic number: 3
eliasbaixas_bamboo,bamboo.dht,FairShareTestClient,timer_cb,Magic Number,The method contains a magic number: 20
eliasbaixas_bamboo,bamboo.dht,FairShareTestClient,timer_cb,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.dht,FairShareTestClient,put_done_cb,Long Statement,The length of the statement "logger.info("put with key 0x" + ByteUtils.print_bytes((byte[])user_data`0`4) + (put_res == bamboo_stat.BAMBOO_OK ? "succeeded" : "failed"));" is 140.
eliasbaixas_bamboo,bamboo.dht,FairShareTestClient,put_done_cb,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.dht,bamboo_key,xdrEncode,Magic Number,The method contains a magic number: 20
eliasbaixas_bamboo,bamboo.dht,bamboo_key,xdrDecode,Magic Number,The method contains a magic number: 20
eliasbaixas_bamboo,bamboo.dht,GatewayTest,hashCode,Magic Number,The method contains a magic number: 7
eliasbaixas_bamboo,bamboo.dht,GatewayTest,hashCode,Magic Number,The method contains a magic number: 0xff
eliasbaixas_bamboo,bamboo.dht,GatewayTest,run,Complex Method,Cyclomatic complexity of the method is 15
eliasbaixas_bamboo,bamboo.dht,GatewayTest,run,Empty catch clause,The method has an empty catch block.
eliasbaixas_bamboo,bamboo.dht,GatewayTest,run,Empty catch clause,The method has an empty catch block.
eliasbaixas_bamboo,bamboo.dht,GatewayTest,run,Empty catch clause,The method has an empty catch block.
eliasbaixas_bamboo,bamboo.dht,GatewayTest,run,Long Method,The method has 122 lines of code.
eliasbaixas_bamboo,bamboo.dht,GatewayTest,run,Long Statement,The length of the statement "logger.info("Put failed (code=" + put_res + "): size="+ put.value.value.length+ " key="+ ByteUtils.print_bytes(put.key.value)+ " ttl_sec="+ put.ttl_sec+ " lat="+ latency_ms+ " ms");" is 181.
eliasbaixas_bamboo,bamboo.dht,GatewayTest,run,Long Statement,The length of the statement "logger.info("Put successful: size=" + put.value.value.length + " key="+ ByteUtils.print_bytes(put.key.value`0`4)+ " ttl_sec="+ put.ttl_sec+ " lat="+ latency_ms+ " ms");" is 168.
eliasbaixas_bamboo,bamboo.dht,GatewayTest,run,Long Statement,The length of the statement "logger.info("Get got bad data: key=" + ByteUtils.print_bytes(pi.key) + " value hash="+ ByteUtils.print_bytes(pi2.key)+ " lat="+ latency_ms+ " ms");" is 147.
eliasbaixas_bamboo,bamboo.dht,GatewayTest,run,Magic Number,The method contains a magic number: 5000
eliasbaixas_bamboo,bamboo.dht,GatewayTest,run,Magic Number,The method contains a magic number: 20
eliasbaixas_bamboo,bamboo.dht,GatewayTest,run,Magic Number,The method contains a magic number: 1005
eliasbaixas_bamboo,bamboo.dht,GatewayTest,run,Magic Number,The method contains a magic number: 20
eliasbaixas_bamboo,bamboo.dht,GatewayTest,run,Magic Number,The method contains a magic number: 10
eliasbaixas_bamboo,bamboo.dht,GatewayTest,run,Magic Number,The method contains a magic number: 60
eliasbaixas_bamboo,bamboo.dht,GatewayTest,run,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.dht,GatewayTest,run,Magic Number,The method contains a magic number: 1000
eliasbaixas_bamboo,bamboo.dht,GatewayTest,run,Magic Number,The method contains a magic number: 30
eliasbaixas_bamboo,bamboo.dht,GatewayTest,run,Magic Number,The method contains a magic number: 1000
eliasbaixas_bamboo,bamboo.dht,GatewayTest,run,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.dht,GatewayTest,run,Magic Number,The method contains a magic number: 20
eliasbaixas_bamboo,bamboo.dht,GatewayTest,run,Magic Number,The method contains a magic number: 1000
eliasbaixas_bamboo,bamboo.dht,GatewayTest,run,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.dht,GatewayTest,run,Magic Number,The method contains a magic number: 1000
eliasbaixas_bamboo,bamboo.dht,GatewayTest,run,Magic Number,The method contains a magic number: 9001
eliasbaixas_bamboo,bamboo.dht,GatewayTest,run,Magic Number,The method contains a magic number: 1000
eliasbaixas_bamboo,bamboo.dht,GatewayTest,main,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.dht,GatewayTest,main,Magic Number,The method contains a magic number: 2
eliasbaixas_bamboo,bamboo.dht,GatewayTest,main,Magic Number,The method contains a magic number: 3
eliasbaixas_bamboo,bamboo.dht,PutInfo,hashCode,Magic Number,The method contains a magic number: 7
eliasbaixas_bamboo,bamboo.dht,PutInfo,hashCode,Magic Number,The method contains a magic number: 0xff
eliasbaixas_bamboo,bamboo.dht,ClientThread,run,Complex Method,Cyclomatic complexity of the method is 15
eliasbaixas_bamboo,bamboo.dht,ClientThread,run,Empty catch clause,The method has an empty catch block.
eliasbaixas_bamboo,bamboo.dht,ClientThread,run,Empty catch clause,The method has an empty catch block.
eliasbaixas_bamboo,bamboo.dht,ClientThread,run,Empty catch clause,The method has an empty catch block.
eliasbaixas_bamboo,bamboo.dht,ClientThread,run,Long Method,The method has 122 lines of code.
eliasbaixas_bamboo,bamboo.dht,ClientThread,run,Long Statement,The length of the statement "logger.info("Put failed (code=" + put_res + "): size="+ put.value.value.length+ " key="+ ByteUtils.print_bytes(put.key.value)+ " ttl_sec="+ put.ttl_sec+ " lat="+ latency_ms+ " ms");" is 181.
eliasbaixas_bamboo,bamboo.dht,ClientThread,run,Long Statement,The length of the statement "logger.info("Put successful: size=" + put.value.value.length + " key="+ ByteUtils.print_bytes(put.key.value`0`4)+ " ttl_sec="+ put.ttl_sec+ " lat="+ latency_ms+ " ms");" is 168.
eliasbaixas_bamboo,bamboo.dht,ClientThread,run,Long Statement,The length of the statement "logger.info("Get got bad data: key=" + ByteUtils.print_bytes(pi.key) + " value hash="+ ByteUtils.print_bytes(pi2.key)+ " lat="+ latency_ms+ " ms");" is 147.
eliasbaixas_bamboo,bamboo.dht,ClientThread,run,Magic Number,The method contains a magic number: 5000
eliasbaixas_bamboo,bamboo.dht,ClientThread,run,Magic Number,The method contains a magic number: 20
eliasbaixas_bamboo,bamboo.dht,ClientThread,run,Magic Number,The method contains a magic number: 1005
eliasbaixas_bamboo,bamboo.dht,ClientThread,run,Magic Number,The method contains a magic number: 20
eliasbaixas_bamboo,bamboo.dht,ClientThread,run,Magic Number,The method contains a magic number: 10
eliasbaixas_bamboo,bamboo.dht,ClientThread,run,Magic Number,The method contains a magic number: 60
eliasbaixas_bamboo,bamboo.dht,ClientThread,run,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.dht,ClientThread,run,Magic Number,The method contains a magic number: 1000
eliasbaixas_bamboo,bamboo.dht,ClientThread,run,Magic Number,The method contains a magic number: 30
eliasbaixas_bamboo,bamboo.dht,ClientThread,run,Magic Number,The method contains a magic number: 1000
eliasbaixas_bamboo,bamboo.dht,ClientThread,run,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.dht,ClientThread,run,Magic Number,The method contains a magic number: 20
eliasbaixas_bamboo,bamboo.dht,ClientThread,run,Magic Number,The method contains a magic number: 1000
eliasbaixas_bamboo,bamboo.dht,ClientThread,run,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.dht,ClientThread,run,Magic Number,The method contains a magic number: 1000
eliasbaixas_bamboo,bamboo.dht,ClientThread,run,Magic Number,The method contains a magic number: 9001
eliasbaixas_bamboo,bamboo.dht,ClientThread,run,Magic Number,The method contains a magic number: 1000
eliasbaixas_bamboo,bamboo.dht,IterGetResp,byteCountKey,Magic Number,The method contains a magic number: 0xffff0000
eliasbaixas_bamboo,bamboo.dht,IterGetResp,IterGetResp,Long Parameter List,The method has 7 parameters. 
eliasbaixas_bamboo,bamboo.dht,IterGetResp,IterGetResp,Long Statement,The length of the statement "assert (n == null && r != null && v != null && s != null) || (n != null && !n.isEmpty() && v == null && r == null && s == null);" is 128.
eliasbaixas_bamboo,bamboo.dht,RecurGetReq,byteCountKey,Magic Number,The method contains a magic number: 0xffff0000
eliasbaixas_bamboo,bamboo.dht,RecurGetReq,RecurGetReq,Long Parameter List,The method has 6 parameters. 
eliasbaixas_bamboo,bamboo.dht,RmTest,RmTest,Magic Number,The method contains a magic number: 20
eliasbaixas_bamboo,bamboo.dht,RmTest,RmTest,Magic Number,The method contains a magic number: 20
eliasbaixas_bamboo,bamboo.dht,RmTest,RmTest,Magic Number,The method contains a magic number: 20
eliasbaixas_bamboo,bamboo.dht,RmTest,RmTest,Magic Number,The method contains a magic number: 3600
eliasbaixas_bamboo,bamboo.dht,RmTest,run,Magic Number,The method contains a magic number: 1000
eliasbaixas_bamboo,bamboo.dht,RmTest,run,Magic Number,The method contains a magic number: 3600
eliasbaixas_bamboo,bamboo.dht,BetterPutGetTest,arrayeq,Long Parameter List,The method has 6 parameters. 
eliasbaixas_bamboo,bamboo.dht,BetterPutGetTest,makeData,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.dht,BetterPutGetTest,makeData,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.dht,BetterPutGetTest,run,Long Statement,The length of the statement "logger.info("Doing a put with key=0x" + bytes_to_str(putArgs.key.value) + " index="+ index+ " data=0x"+ bytes_to_str(putArgs.value.value));" is 139.
eliasbaixas_bamboo,bamboo.dht,BetterPutGetTest,run,Magic Number,The method contains a magic number: 10
eliasbaixas_bamboo,bamboo.dht,BetterPutGetTest,run,Magic Number,The method contains a magic number: 20
eliasbaixas_bamboo,bamboo.dht,BetterPutGetTest,run,Long Parameter List,The method has 6 parameters. 
eliasbaixas_bamboo,bamboo.dht,BetterPutGetTest,run,Magic Number,The method contains a magic number: 1000
eliasbaixas_bamboo,bamboo.dht,BetterPutGetTest,run,Long Statement,The length of the statement "logger.info("Doing a " + ((pis == null) ? "bogus" : "real") + " "+ getTypeNames.get(new Integer(maxvals))+ " get: key=0x"+ guid_to_string(key));" is 144.
eliasbaixas_bamboo,bamboo.dht,BetterPutGetTest,run,Magic Number,The method contains a magic number: 20
eliasbaixas_bamboo,bamboo.dht,BetterPutGetTest,run,Long Statement,The length of the statement "logger.warn(((gi.pis == null) ? "Bogus" : "Real") + " " + gi.getTypeName()+ " get timed out: key=0x"+ guid_to_string(gi.key));" is 126.
eliasbaixas_bamboo,bamboo.dht,BetterPutGetTest,run,Complex Method,Cyclomatic complexity of the method is 12
eliasbaixas_bamboo,bamboo.dht,BetterPutGetTest,run,Long Statement,The length of the statement "logger.info("Bogus " + gi.getTypeName() + " get successful: key=0x"+ guid_to_string(gi.key)+ " lat="+ latency_ms+ " ms");" is 121.
eliasbaixas_bamboo,bamboo.dht,BetterPutGetTest,run,Long Statement,The length of the statement "logger.warn("Bogus " + gi.getTypeName() + " get returned values?!?!: key=0x"+ guid_to_string(gi.key)+ " lat="+ latency_ms+ " ms");" is 130.
eliasbaixas_bamboo,bamboo.dht,BetterPutGetTest,run,Long Statement,The length of the statement "logger.info("Real " + gi.getTypeName() + " get successful: key=0x"+ guid_to_string(gi.key)+ " count="+ gi.pis.size()+ " lat="+ latency_ms+ " ms"+ (extra.isEmpty() ? "" : ("` extras=[" + estr + "]")));" is 200.
eliasbaixas_bamboo,bamboo.dht,BetterPutGetTest,run,Long Statement,The length of the statement "logger.info("Real " + gi.getTypeName() + " get wrong: key=0x"+ guid_to_string(gi.key)+ (missing.isEmpty() ? "" : (" missing=[" + mstr + "]"))+ (bad.isEmpty() ? "" : (" bad=[" + bstr + "]"))+ ". Trying again.");" is 210.
eliasbaixas_bamboo,bamboo.dht,BetterPutGetTest,run,Long Statement,The length of the statement "logger.warn("Real " + gi.getTypeName() + " get failed: key=0x"+ guid_to_string(gi.key)+ (missing.isEmpty() ? "" : (" missing=[" + mstr + "]"))+ (bad.isEmpty() ? "" : (" bad=[" + bstr + "]"))+ ". Trying again.");" is 211.
eliasbaixas_bamboo,bamboo.dht,BetterPutGetTest,run,Magic Number,The method contains a magic number: 10
eliasbaixas_bamboo,bamboo.dht,BetterPutGetTest,run,Magic Number,The method contains a magic number: 1000
eliasbaixas_bamboo,bamboo.dht,BetterPutGetTest,run,Magic Number,The method contains a magic number: 2
eliasbaixas_bamboo,bamboo.dht,BetterPutGetTest,logPut,Magic Number,The method contains a magic number: 16
eliasbaixas_bamboo,bamboo.dht,BetterPutGetTest,recover,Complex Method,Cyclomatic complexity of the method is 9
eliasbaixas_bamboo,bamboo.dht,BetterPutGetTest,recover,Magic Number,The method contains a magic number: 16
eliasbaixas_bamboo,bamboo.dht,BetterPutGetTest,init,Magic Number,The method contains a magic number: 60.0
eliasbaixas_bamboo,bamboo.dht,BetterPutGetTest,init,Magic Number,The method contains a magic number: 1000.0
eliasbaixas_bamboo,bamboo.dht,BetterPutGetTest,init,Magic Number,The method contains a magic number: 60.0
eliasbaixas_bamboo,bamboo.dht,BetterPutGetTest,init,Magic Number,The method contains a magic number: 1000.0
eliasbaixas_bamboo,bamboo.dht,BetterPutGetTest,init,Magic Number,The method contains a magic number: 1024
eliasbaixas_bamboo,bamboo.dht,BetterPutGetTest,init,Magic Number,The method contains a magic number: 1024
eliasbaixas_bamboo,bamboo.dht,BetterPutGetTest,init,Magic Number,The method contains a magic number: 1024
eliasbaixas_bamboo,bamboo.dht,gateway_protClient,gateway_protClient,Magic Number,The method contains a magic number: 3
eliasbaixas_bamboo,bamboo.dht,gateway_protClient,gateway_protClient,Magic Number,The method contains a magic number: 3
eliasbaixas_bamboo,bamboo.dht,gateway_protClient,gateway_protClient,Long Parameter List,The method has 5 parameters. 
eliasbaixas_bamboo,bamboo.dht,Put,main,Magic Number,The method contains a magic number: 5
eliasbaixas_bamboo,bamboo.dht,Put,main,Magic Number,The method contains a magic number: 2
eliasbaixas_bamboo,bamboo.dht,Put,main,Magic Number,The method contains a magic number: 2
eliasbaixas_bamboo,bamboo.dht,Put,main,Magic Number,The method contains a magic number: 2
eliasbaixas_bamboo,bamboo.dht,Put,main,Magic Number,The method contains a magic number: 2
eliasbaixas_bamboo,bamboo.dht,Put,main,Magic Number,The method contains a magic number: 16
eliasbaixas_bamboo,bamboo.dht,Put,main,Magic Number,The method contains a magic number: 20
eliasbaixas_bamboo,bamboo.dht,Put,main,Magic Number,The method contains a magic number: 2
eliasbaixas_bamboo,bamboo.dht,Put,main,Magic Number,The method contains a magic number: 3
eliasbaixas_bamboo,bamboo.dht,Put,main,Magic Number,The method contains a magic number: 4
